Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,EV J1772 Connector Count,EV J1772 Power Output (kW),EV CCS Connector Count,EV CCS Power Output (kW),EV CHAdeMO Connector Count,EV CHAdeMO Power Output (kW),EV J3400 Connector Count,EV J3400 Power Output (kW)
ELEC,University of California - Davis - Quad Parking Structure,6 Howard Way,Quad Structure; Between Russell Blvd & North Quad,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3.0,7.0,,,Non-Networked,,GPS,38.544538,-121.749713,2023-01-10,33557,2023-02-14 15:54:11 UTC,P,,,2008-12-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Rountree-Moore Nissan,4262 W US 90,,Lake City,FL,32055,,386-752-5050,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,30.18082,-82.702224,2024-02-12,39969,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,1,,0,,0,,0,
ELEC,Pinnacle Nissan,7601 E Frank Lloyd Wright Blvd,,Scottsdale,AZ,85260,,480-998-9800,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,1.0,,Non-Networked,,200-8,33.6345,-111.91583,2024-02-12,39862,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Taylor Automotive,1007 Hawkins Ave,Located on the right of the building,Sanford,NC,27330,,919-774-4037,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,200-9,35.49416,-79.180591,2021-12-09,43363,2022-02-10 19:42:29 UTC,P,,,2012-02-03,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,MD,False,,1,,0,,0,,0,
ELEC,Stevens Creek Nissan,4855 Stevens Creek Blvd,Located on the southeast corner of building,Santa Clara,CA,95051,,408-983-5900,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,2.0,,Non-Networked,,200-8,37.32349,-121.98788,2024-02-12,39939,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Home Depot,1551 Froom Ranch Way,,San Luis Obispo,CA,93405,,805-596-0857,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,35.249929,-120.689683,2023-05-03,35560,2024-01-31 22:07:01 UTC,P,,,2000-04-15,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,False,,,,,,,,MD,False,,1,,0,,0,,0,
ELEC,Nissan - Garden City,316 N Franklin St,,Hempstead,NY,11550,,,E,,Public - Call ahead,Dealership business hours; contact 516-483-4400 for more information,,,,,,1.0,1.0,,Non-Networked,,GPS,40.71693,-73.630152,2024-02-12,44346,2024-02-12 15:25:05 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,GTC HORIZON MAINLOT,4940 88th Avenue,,Kenosha,WI,53144,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.592469,-87.915847,2024-11-10,36949,2024-11-10 01:01:14 UTC,,,,2010-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,1,6.5,0,,0,,0,
ELEC,Ventura County Government Center,800 S Victoria Ave,,Ventura,CA,93009,,,E,,Public,8am-5pm daily,,,,,,3.0,,,Non-Networked,,GPS,34.267352,-119.2124,2023-10-12,21606,2024-01-31 22:07:01 UTC,LG,,,2012-10-19,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,AutoNation Nissan - Memphis,4140 Hacks Cross Rd,,Memphis,TN,38125,,901-759-6100,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,35.0353,-89.795859,2024-02-12,39818,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,1,,0,,0,,0,
ELEC,Lane Community College,4000 E 30th Ave,Under solar canopy; Lot B,Eugene,OR,97405,,541-463-3000,E,,Public,"Employee, student, and visitor use only; Drivers must bring their own J1772 cordset for Level 1 charging",,,,,10.0,10.0,,,Non-Networked,,200-9,44.009797,-123.033213,2023-09-14,36371,2024-01-31 22:07:01 UTC,LG,,,2010-09-05,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,SOLAR,True,,,,,,,,,True,,0,,0,,0,,0,
ELEC,City of Vacaville - City Hall,650 Merchant St,,Vacaville,CA,95688,,,E,,Public,24 hours daily; Primarily government use,,,,,,7.0,,2 SP Inductive,Non-Networked,,200-9,38.351758,-121.994475,2024-08-15,25518,2024-08-15 19:57:12 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Premier Nissan of Fremont,5701 Cushing Pkwy,,Fremont,CA,94538,,510-668-8700,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1.0,,Non-Networked,,200-8,37.49864,-121.9734,2024-02-12,39893,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,0,,0,,1,50.0,0,
ELEC,Weston Nissan,3650 Weston Rd,,Davie,FL,33331,,954-888-6800,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1.0,,Non-Networked,,200-9,26.073774,-80.361864,2024-02-12,44465,2024-02-12 15:25:05 UTC,P,,,2011-11-30,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Annapolis Friends Meeting,351 Dubois Ave,"Turn at Catholic Church on Bestgate, go to end. For more information, see http://aprs.org/AFM-environment.html",Annapolis,MD,21401,,410-293-6417,E,,Public,8am-10pm daily; for church members or those in need of a charge; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,4.0,2.0,,,Non-Networked,,200-9,39.001676,-76.525253,2021-09-10,40689,2024-09-04 13:34:45 UTC,P,,,2011-08-10,,,,,J1772 NEMA520,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,SOLAR,True,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,University of California - Davis Extension - Lot 80,1441 Research Park Dr,,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; parking pass required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,3.0,,,Non-Networked,,GPS,38.539336,-121.732405,2023-01-10,21673,2023-02-14 15:54:11 UTC,SG,,,2004-06-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,True,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Jim Bone Nissan,1275 Santa Rosa Ave,,Santa Rosa,CA,95404,,707-545-7050,E,,Public - Call ahead,Dealership business hours,,,,,,4.0,1.0,,Non-Networked,,200-8,38.42558,-122.71418,2024-02-12,39943,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Country Chevrolet,840 E Elm St,Located near highway 55,Annandale,MN,55302,,,E,,Public,8:30am-6pm M-F; 8:30am-2pm Sat,,,,,,3.0,,,Non-Networked,,GPS,45.25643,-94.10853,2024-04-14,41446,2024-11-08 14:57:45 UTC,P,,,2011-10-21,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,City of Columbia - Cannon Garage,1100 Taylor St,,Columbia,SC,29201,,803-545-4015,E,,Public,24 hours daily; pay lot,,,,,,8.0,,,Non-Networked,,GPS,34.00741493349311,-81.03480060447691,2023-09-14,38298,2024-01-31 22:07:01 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,$0.75 per hour parking fee,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Cerritos Nissan,18707 Studebaker Rd,,Cerritos,CA,90703,,562-402-2277,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1.0,,Non-Networked,,200-9,33.861544,-118.100471,2024-02-12,39875,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,University of California - Davis - Quad Parking Structure,6 Howard Way,Quad Structure; Between Russell Blvd & North Quad,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3.0,7.0,,,Non-Networked,,GPS,38.544538,-121.749713,2023-01-10,33557,2023-02-14 15:54:11 UTC,P,,,2008-12-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,False,,,,,,,,LD,False,,0,,0,,0,,0,
ELEC,Ingles Markets - Skyland Plaza,1865 Hendersonville Rd,Close to gas station and car wash in front of Ingles,Asheville,NC,28803,,828-274-0804,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,GPS,35.499836,-82.522586,2023-01-10,44378,2023-02-14 15:54:11 UTC,T,,,2012-02-29,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Elizabeth Parking Authority - J Christian Bollwage Garage,37 Caldwell Pl,Located on lower level of garage,Elizabeth,NJ,7201,,908-353-0949,E,,Public - Credit card at all times,Restricted to garage hours; pay lot,M V,,,,,2.0,,,Non-Networked,,200-9,40.663848,-74.216585,2023-02-13,42907,2023-02-14 15:54:11 UTC,LG,,,2012-04-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,,2,,0,,0,,0,
ELEC,Home Depot,2745 Teller Rd,In front of garden center,Newbury Park,CA,91320,,805-375-6680,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,4.0,2.0,,,Non-Networked,,GPS,34.192178,-118.934793,2023-08-10,21565,2024-01-31 22:07:01 UTC,P,,,2002-05-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Los Angeles Convention Center,1201 S Figueroa St,West hall and South hall,Los Angeles,CA,90015,,213-741-1151,E,,Public,5:30am-9pm; pay lot,,,,,,7.0,,,Non-Networked,,GPS,34.040539,-118.271387,2023-01-10,1523,2023-02-14 15:54:11 UTC,P,,,1995-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free; parking fee,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Lockhart Power,420 River St,,Lockhart,SC,29364,,864-545-2211,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,GPS,34.77993955183312,-81.4573590734024,2023-12-13,38313,2024-01-31 22:07:01 UTC,LG,,,2011-03-15,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,HYDRO,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Grubbs Nissan,310 Airport Fwy,,Bedford,TX,76022,,817-268-1000,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,2.0,,Non-Networked,,200-8,32.83907,-97.16206,2024-02-12,39714,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,0,,1,50.0,0,,0,
ELEC,Robbins Nissan,18711 Highway 59 N,,Humble,TX,77338,,281-446-3181,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,29.990275,-95.275606,2024-02-12,39731,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,1,,0,,0,,0,
ELEC,College Avenue Parking Deck,101 W Mulberry St,Located on lowest level of parking deck,Normal,IL,61761,,309-454-2444,E,,Public,24 hours daily; parking fee,,,,,,3.0,,,Non-Networked,,GPS,40.511172,-88.984985,2024-10-11,38856,2024-10-11 18:09:31 UTC,LG,,,2011-04-15,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Emagine Entertainment,200 N Main St,North of Eleven Mile; corner of Main,Royal Oak,MI,48067,,248-414-1000,T,2023-09-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,42.455,-83.131111,2023-06-12,40704,2024-01-31 22:07:01 UTC,P,,,2011-08-01,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,City of Glendora - City Hall,114 S Vista Bonita Ave,Located across the street from City Hall,Glendora,CA,91741,,626-914-8200,E,,Public,5am-2am daily,,,,,,3.0,,,Non-Networked,,GPS,34.13556,-117.864,2023-05-03,21498,2024-01-31 22:07:01 UTC,LG,,,2002-04-30,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,North Bay Nissan,1250 Auto Center Dr,,Petaluma,CA,94952,,707-769-7700,E,,Public - Call ahead,Dealership business hours,,,,,,4.0,1.0,,Non-Networked,,200-9,38.267202,-122.665068,2024-02-12,39920,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Nissan of Elk Grove,8590 Laguna Grove Dr,,Elk Grove,CA,95757,,916-405-5000,E,,Public - Call ahead,Dealership business hours,,,,,,4.0,2.0,,Non-Networked,,200-8,38.40209,-121.38584,2024-02-12,39888,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,0,,0,,1,50.0,0,
ELEC,NATIONAL GRID UNION STATION 1,225 Franklin St,,Worcester,MA,1604,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.260546,-71.794678,2024-11-10,43186,2024-11-10 01:02:38 UTC,,,,2012-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,1,6.5,0,,0,,0,
ELEC,Los Angeles Convention Center,1201 S Figueroa St,West hall and South hall,Los Angeles,CA,90015,,213-741-1151,E,,Public,5:30am-9pm; pay lot,,,,,,7.0,,,Non-Networked,,GPS,34.040539,-118.271387,2023-01-10,1523,2023-02-14 15:54:11 UTC,P,,,1995-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free; parking fee,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Nissan of Murfreesboro,814 Memorial Blvd,,Murfreesboro,TN,37129,,615-893-0252,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,2.0,,Non-Networked,,200-8,35.8541,-86.39484,2024-02-12,39821,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,0,,1,50.0,0,,0,
ELEC,Pinnacle Nissan,7601 E Frank Lloyd Wright Blvd,,Scottsdale,AZ,85260,,480-998-9800,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,1.0,,Non-Networked,,200-8,33.6345,-111.91583,2024-02-12,39862,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,0,,1,50.0,1,50.0,0,
ELEC,Dan Wilder Nissan,53 Jetta Way,,Port Angeles,WA,98362,,360-452-9268,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1.0,,Non-Networked,,200-8,48.10274,-123.34307,2024-02-12,39788,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,ACCESS MAIL EVSE UNIT 01,14240 62nd St N,In front entrance parking lot,Clearwater,FL,33760,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.901732,-82.721249,2024-11-10,43415,2024-11-10 01:19:14 UTC,,,,2012-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,1,6.5,0,,0,,0,
ELEC,Steam Plant Parking,130 S Post St,,Spokane,WA,99201,,800-227-9187,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,GPS,47.65579218,-117.4236637,2023-04-06,35621,2024-01-31 22:07:01 UTC,P,,,2010-04-15,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Route 22 Nissan,56 Route 22 E,,Hillside,NJ,7205,,908-964-8700,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1.0,,Non-Networked,,GPS,40.696469,-74.219681,2024-02-12,45682,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,City of Pasadena - Holly Street Garage,150 E Holly St,,Pasadena,CA,91103,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,16.0,,,Non-Networked,,200-8,34.14762,-118.147111,2023-10-12,6505,2024-01-31 22:07:01 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Orange Coast Nissan,2850 Harbor Blvd,,Costa Mesa,CA,92626,,714-681-1738,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1.0,,Non-Networked,,200-9,33.675397,-117.918684,2024-02-12,39882,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,0,,1,50.0,1,50.0,0,
ELEC,Lee's Summit Nissan,1025 SE Oldham Pkwy,,Lee's Summit,MO,64081,,816-251-2000,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-8,38.90124,-94.34926,2024-02-12,44368,2024-02-12 15:25:05 UTC,P,,,2011-11-30,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,MGE FITCHBURG CC,5530 Lacy Rd,Near community center,Fitchburg,WI,53711,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.002006,-89.423463,2024-11-10,41520,2024-11-10 01:06:05 UTC,,,,2011-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,1,6.5,0,,0,,0,
ELEC,PIE AE MILWOOD LIB 2,12500 Amherst Dr,,Austin,TX,78727,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.422284,-97.71646,2024-11-10,41269,2024-11-10 01:04:00 UTC,,,,2011-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,1,6.5,0,,0,,0,
ELEC,BROOKFIELD PROP 300 CLAY STAT1,300 Clay St Allen Ctr Garage,1st floor garage,Houston,TX,77002,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,29.756604,-95.372854,2024-11-10,36378,2024-11-10 01:07:38 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,1,6.5,0,,0,,0,
ELEC,East Tennessee Nissan,5496 W Andrew Johnson Hwy,,Morristown,TN,37814,,423-587-2506,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,36.18226,-83.382387,2024-02-12,39820,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,City of Pasadena - Schoolhouse Garage,33 E Green St,,Pasadena,CA,91105,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,3.0,,,Non-Networked,,GPS,34.145119,-118.150133,2023-01-10,6507,2023-02-14 15:54:11 UTC,LG,,,1997-08-30,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,"$1 for the first two hours, $2 each additional hour; parking fee",,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Torre Nissan,79125 Highway 111,,La Quinta,CA,92253,,760-777-8999,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1.0,,Non-Networked,,200-8,33.70693,-116.28364,2024-02-12,39905,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Home Depot,2745 Teller Rd,In front of garden center,Newbury Park,CA,91320,,805-375-6680,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,4.0,2.0,,,Non-Networked,,GPS,34.192178,-118.934793,2023-08-10,21565,2024-01-31 22:07:01 UTC,P,,,2002-05-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,0,,0,,0,,0,
ELEC,Gezon Nissan,3985 Plainfield Ave NE,,Grand Rapids,MI,49525,,,E,,Public - Call ahead,Dealership business hours; contact 616-361-7361 for more information,,,,,,1.0,1.0,,Non-Networked,,200-8,43.0363,-85.61852,2024-02-12,44289,2024-02-12 15:25:05 UTC,P,,,2011-11-30,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,1,,0,,0,,0,
ELEC,Rick Hill Nissan,2700 Parr Ave,,Dyersburg,TN,38024,,731-285-6294,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,,,Non-Networked,,200-9,36.063277,-89.379485,2024-02-12,39807,2024-02-12 15:25:05 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,1,,0,,0,,0,
ELEC,Wilkerson Nature Preserve Park,11408 Raven Ridge Rd,,Raleigh,NC,27614,,919-996-3030,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,35.92353,-78.599883,2023-01-10,41553,2023-02-14 15:54:11 UTC,LG,,,2011-05-25,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,False,,,,,,,,HD,False,,1,,0,,0,,0,
ELEC,Kum & Go #572,4860 NW Urbandale Dr,,Urbandale,IA,50322,,515-331-2285,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,200-9,41.645933,-93.769432,2024-05-09,40998,2024-05-09 20:32:20 UTC,P,,,2011-06-01,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,1,,0,,0,,0,
